0.000000	0.000000	0.000000
0.000000	0.100000	0.000000
0.000000	0.200000	0.000000
0.000000	0.300000	0.000000
0.000000	0.400000	0.000000
0.000000	0.500000	0.000000
0.000000	0.600000	0.000000
0.000000	0.700000	0.000000
0.000000	0.800000	0.000000
0.000000	0.900000	0.000000
0.000000	1.000000	0.000000
0.000000	1.100000	0.000000
0.100000	0.000000	9.090909
0.100000	0.100000	8.214721
0.100000	0.200000	7.342500
0.100000	0.300000	6.478209
0.100000	0.400000	5.624535
0.100000	0.500000	4.784166
0.100000	0.600000	3.957654
0.100000	0.700000	3.145566
0.100000	0.800000	2.346164
0.100000	0.900000	1.557736
0.100000	1.000000	0.776827
0.100000	1.100000	0.000000
0.200000	0.000000	18.181818
0.200000	0.100000	16.433370
0.200000	0.200000	14.692860
0.200000	0.300000	12.966946
0.200000	0.400000	11.262284
0.200000	0.500000	9.582110
0.200000	0.600000	7.929673
0.200000	0.700000	6.303782
0.200000	0.800000	4.703285
0.200000	0.900000	3.122986
0.200000	1.000000	1.557736
0.200000	1.100000	0.000000
0.300000	0.000000	27.272727
0.300000	0.100000	24.659887
0.300000	0.200000	22.057690
0.300000	0.300000	19.476779
0.300000	0.400000	16.924363
0.300000	0.500000	14.407657
0.300000	0.600000	11.928142
0.300000	0.700000	9.487339
0.300000	0.800000	7.080584
0.300000	0.900000	4.703285
0.300000	1.000000	2.346164
0.300000	1.100000	0.000000
0.400000	0.000000	36.363636
0.400000	0.100000	32.896959
0.400000	0.200000	29.443649
0.400000	0.300000	26.014914
0.400000	0.400000	22.621964
0.400000	0.500000	19.270241
0.400000	0.600000	15.965225
0.400000	0.700000	12.704902
0.400000	0.800000	9.487339
0.400000	0.900000	6.303782
0.400000	1.000000	3.145566
0.400000	1.100000	0.000000
0.500000	0.000000	45.454545
0.500000	0.100000	41.147309
0.500000	0.200000	36.854025
0.500000	0.300000	32.588645
0.500000	0.400000	28.360616
0.500000	0.500000	24.179403
0.500000	0.600000	20.046938
0.500000	0.700000	15.965225
0.500000	0.800000	11.928142
0.500000	0.900000	7.929673
0.500000	1.000000	3.957654
0.500000	1.100000	0.000000
0.600000	0.000000	54.545455
0.600000	0.100000	49.411532
0.600000	0.200000	44.292170
0.600000	0.300000	39.199574
0.600000	0.400000	34.145956
0.600000	0.500000	29.137242
0.600000	0.600000	24.179403
0.600000	0.700000	19.270241
0.600000	0.800000	14.407657
0.600000	0.900000	9.582110
0.600000	1.000000	4.784166
0.600000	1.100000	0.000000
0.700000	0.000000	63.636364
0.700000	0.100000	57.690258
0.700000	0.200000	51.756985
0.700000	0.300000	45.849383
0.700000	0.400000	39.976136
0.700000	0.500000	34.145956
0.700000	0.600000	28.360616
0.700000	0.700000	22.621964
0.700000	0.800000	16.924363
0.700000	0.900000	11.262284
0.700000	1.000000	5.624535
0.700000	1.100000	0.000000
0.800000	0.000000	72.727273
0.800000	0.100000	65.981781
0.800000	0.200000	59.247417
0.800000	0.300000	52.533505
0.800000	0.400000	45.849383
0.800000	0.500000	39.199574
0.800000	0.600000	32.588645
0.800000	0.700000	26.014914
0.800000	0.800000	19.476779
0.800000	0.900000	12.966946
0.800000	1.000000	6.478209
0.800000	1.100000	0.000000
0.900000	0.000000	81.818182
0.900000	0.100000	74.284415
0.900000	0.200000	66.758281
0.900000	0.300000	59.247417
0.900000	0.400000	51.756985
0.900000	0.500000	44.292170
0.900000	0.600000	36.854025
0.900000	0.700000	29.443649
0.900000	0.800000	22.057690
0.900000	0.900000	14.692860
0.900000	1.000000	7.342500
0.900000	1.100000	0.000000
1.000000	0.000000	90.909091
1.000000	0.100000	82.594678
1.000000	0.200000	74.284415
1.000000	0.300000	65.981781
1.000000	0.400000	57.690258
1.000000	0.500000	49.411532
1.000000	0.600000	41.147309
1.000000	0.700000	32.896959
1.000000	0.800000	24.659887
1.000000	0.900000	16.433370
1.000000	1.000000	8.214721
1.000000	1.100000	0.000000
1.100000	0.000000	100.000000
1.100000	0.100000	90.909091
1.100000	0.200000	81.818182
1.100000	0.300000	72.727273
1.100000	0.400000	63.636364
1.100000	0.500000	54.545455
1.100000	0.600000	45.454545
1.100000	0.700000	36.363636
1.100000	0.800000	27.272727
1.100000	0.900000	18.181818
1.100000	1.000000	9.090909
1.100000	1.100000	0.000000
