2 1 40 152	 3.6 	 0.332 	 3.27 	
2 2 20 152	 3.38 	 0.104 	 3.28 	
2 4 10 152	 4.93 	 0.111 	 4.82 	
2 5 8 152	 3.38 	 0.0989 	 3.28 	
2 10 4 152	 3.37 	 0.0783 	 3.29 	
