4 1 80 152	 14.3 	 1.06 	 13.2 	
4 2 40 152	 13.8 	 0.593 	 13.2 	
4 4 20 152	 18.6 	 0.343 	 18.3 	
4 5 16 152	 13.5 	 0.345 	 13.2 	
4 10 8 152	 13.4 	 0.265 	 13.2 	
