1 1 20 152	 52.6 	 0.173 	 52.4 	
1 2 10 152	 54.7 	 0.123 	 54.6 	
1 4 5 152	 69.5 	 0.0925 	 69.4 	
1 5 4 152	 52.7 	 0.0632 	 52.6 	
1 10 2 152	 52.6 	 0.0436 	 52.6 	
