5 1 100 152	 1.61 	 0.309 	 1.3 	
5 2 50 152	 1.56 	 0.247 	 1.31 	
5 4 25 152	 2.07 	 0.14 	 1.93 	
5 5 20 152	 1.46 	 0.134 	 1.33 	
5 10 10 152	 1.46 	 0.148 	 1.31 	
