2 1 40 152	 213 	 3.74 	 210 	
2 2 20 152	 220 	 1.9 	 218 	
2 4 10 152	 233 	 0.888 	 233 	
2 5 8 152	 212 	 0.748 	 211 	
2 10 4 152	 211 	 0.504 	 211 	
