2 1 40 152	 26.9 	 0.695 	 26.2 	
2 2 20 152	 26.7 	 0.365 	 26.3 	
2 4 10 152	 29.1 	 0.271 	 28.8 	
2 5 8 152	 26.6 	 0.24 	 26.3 	
2 10 4 152	 26.5 	 0.176 	 26.3 	
