3 1 152	 1.16e+03 	 997 	 167 	
3 2 152	 1.11e+03 	 883 	 222 	
3 4 152	 1.56e+03 	 1.05e+03 	 515 	
3 5 152	 1.57e+03 	 1.03e+03 	 534 	
3 10 152	 2.66e+03 	 1.47e+03 	 1.18e+03 	
