3 1 60 152	 144 	 4.69 	 140 	
3 2 30 152	 143 	 2.16 	 141 	
3 4 15 152	 157 	 1.07 	 156 	
3 5 12 152	 141 	 0.921 	 140 	
3 10 6 152	 141 	 0.65 	 141 	
