5 1 100 152	 89.1 	 5.29 	 83.8 	
5 2 50 152	 86.5 	 2.28 	 84.2 	
5 4 25 152	 113 	 1.33 	 112 	
5 5 20 152	 85.5 	 1.12 	 84.3 	
5 10 10 152	 85.2 	 0.853 	 84.4 	
