6 1 120 152	 75.4 	 5.5 	 69.9 	
6 2 60 152	 74.5 	 2.52 	 72 	
6 4 30 152	 94.6 	 1.43 	 93.1 	
6 5 24 152	 73 	 1.11 	 71.9 	
6 10 12 152	 71 	 0.876 	 70.1 	
