152	 235 	 4.5 	 230 	
152	 237 	 4.58 	 232 	
152	 234 	 4.48 	 230 	
152	 235 	 4.53 	 231 	
152	 239 	 4.53 	 235 	
152	 238 	 4.66 	 233 	
