1 1 152	 904 	 391 	 513 	
1 2 152	 1.27e+03 	 554 	 720 	
1 4 152	 2.78e+03 	 903 	 1.87e+03 	
1 5 152	 2.84e+03 	 908 	 1.93e+03 	
