1 1 20 152	 6.58 	 0.0513 	 6.53 	
1 2 10 152	 6.58 	 0.0389 	 6.54 	
1 4 5 152	 9.56 	 0.0282 	 9.53 	
1 5 4 152	 6.85 	 0.0193 	 6.83 	
1 10 2 152	 6.59 	 0.0127 	 6.58 	
