6 1 120 152	 1.42 	 0.323 	 1.09 	
6 2 60 152	 1.34 	 0.247 	 1.09 	
6 4 30 152	 1.76 	 0.152 	 1.61 	
6 5 24 152	 1.23 	 0.135 	 1.09 	
6 10 12 152	 1.25 	 0.147 	 1.11 	
