3 1 60 152	 2.45 	 0.269 	 2.18 	
3 2 30 152	 2.32 	 0.138 	 2.19 	
3 4 15 152	 3.32 	 0.122 	 3.2 	
3 5 12 152	 2.3 	 0.113 	 2.18 	
3 10 6 152	 2.27 	 0.0911 	 2.18 	
