3 1 60 152	 18.5 	 1.04 	 17.5 	
3 2 30 152	 18.1 	 0.504 	 17.6 	
3 4 15 152	 24 	 0.339 	 23.6 	
3 5 12 152	 17.8 	 0.289 	 17.5 	
3 10 6 152	 17.7 	 0.194 	 17.5 	
