6 1 120 152	 10.2 	 1.38 	 8.8 	
6 2 60 152	 9.48 	 0.707 	 8.78 	
6 4 30 152	 13.3 	 0.418 	 12.8 	
6 5 24 152	 9.11 	 0.337 	 8.77 	
6 10 12 152	 9.08 	 0.282 	 8.8 	
